web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
1553039131-4184,https://socialblade.com/youtube/top/5000/mostsubscribed,Taciele Alcolea,https://socialblade.com/youtube/c/tacielealcoleaa,Taciele Alcolea,1245,5605958,636924488,BR,Entertainment,"Sep 8th, 2009",B,,https://youtube.com/channel/UCy9xDEfMD8jrXU3NatFLLtw,,https://instagram.com/tacielealcolea,,https://plus.google.com/116628418798320655612,€1.7K - €27.8K,€20.9K - €334K
1553039123-4182,https://socialblade.com/youtube/top/5000/mostsubscribed,Sanam,"https://socialblade.com/youtube/c/sanam,",Sanam,105,5605805,1015027193,IN,Music,"Aug 2nd, 2012",B+,,https://youtube.com/channel/UCnrG75VRwdlp2wtwfpOCBRQ,,https://www.instagram.com/sanamstagram,,https://plus.google.com/118322524668473226770,€6.3K - €101.1K,€75.8K - €1.2M
1553039127-4183,https://socialblade.com/youtube/top/5000/mostsubscribed,BibisBeautyPalace,https://socialblade.com/youtube/c/bibisbeautypalave,BibisBeautyPalace,715,5602127,2248940761,DE,Howto,"Nov 28th, 2012",B+,,https://youtube.com/channel/UCHfdTAyg5t4mb1G-3rJ6QsQ,,https://instagram.com/bibisbeautypalace,,https://plus.google.com/105542054856175760998,€4.5K - €72.8K,€54.6K - €873.5K
1553039119-4181,https://socialblade.com/youtube/top/5000/mostsubscribed,Nickelodeon,https://socialblade.com/youtube/c/nick_leo,Nickelodeon,3137,5599503,3094757886,US,Entertainment,"Oct 10th, 2005",D-,,https://youtube.com/channel/UC5M_h2S8Ldoc9M6f7B-_m6A,,https://www.instagram.com/nickelodeon/,,https://plus.google.com/110926067613048214619,€0 - €0,€0 - €0
1553039115-4180,https://socialblade.com/youtube/top/5000/mostsubscribed,1Kilo Oficial,https://socialblade.com/youtube/c/1kilooficial,1Kilo Oficial,126,5596715,1062790300,BR,Music,"Apr 16th, 2016",B+,,https://youtube.com/channel/UC4MBNNxjyabOfYxKC1whveg,,https://www.facebook.com/1kilorec,,https://www.instagram.com/1kilorec/,€5.2K - €83.9K,€63K - €1M
1553039107-4178,https://socialblade.com/youtube/top/5000/mostsubscribed,FitnessBlender,https://socialblade.com/youtube/c/fitnessblender,FitnessBlender,860,5593419,923658595,US,Howto,"Jan 19th, 2010",B,,https://youtube.com/channel/UCiP6wD_tYlYLYh3agzbByWQ,,https://instagram.com/fitnessblender/,,https://plus.google.com/104130384416231618213,€2.5K - €40.7K,€30.5K - €487.8K
1553039103-4177,https://socialblade.com/youtube/top/5000/mostsubscribed,Sungha Jung,https://socialblade.com/youtube/c/jwcfre,Sungha Jung,1115,5592708,1613821607,KR,Music,"Sep 9th, 2006",B,,https://youtube.com/channel/UCjWRi2qaGtKjQyoQLc4OGkw,,https://twitter.com/jungsungha,,https://plus.google.com/114660229307024304637,€2.1K - €33.6K,€25.2K - €403.1K
1553039099-4176,https://socialblade.com/youtube/top/5000/mostsubscribed,SeaNanners Gaming Channel,https://socialblade.com/youtube/c/gamings,SeaNanners Gaming Channel,1839,5587698,2552980237,US,Games,"Mar 4th, 2009",B,,https://youtube.com/channel/UCq54nlcoX-0pLcN5RhxHyug,,https://youtube.com/channel/UCq54nlcoX-0pLcN5RhxHyug,,https://plus.google.com/104489664166270379722,€1K - €16.7K,€12.5K - €200.7K
1553039091-4174,https://socialblade.com/youtube/top/5000/mostsubscribed,Lucas Lucco,https://socialblade.com/youtube/c/lucaslucco,Lucas Lucco,96,5585502,1481198099,BR,Music,"May 7th, 2012",B+,,https://youtube.com/channel/UCBy6yIwHdhEEYG_nwHD-tiQ,,https://twitter.com/lucaslucco,,https://instagram.com/lucaslucco,€4.1K - €65.6K,€49.2K - €787.5K
1553039095-4175,https://socialblade.com/youtube/top/5000/mostsubscribed,Alltime10s,https://socialblade.com/youtube/c/alltime10,Alltime10s,1714,5585029,2125249963,US,Education,"Jan 26th, 2010",B+,,https://youtube.com/channel/UCGi_crMdUZnrcsvkCa8pt-g,,https://www.instagram.com/dave_all_time10s/,,https://plus.google.com/103368280567762143180,€3.2K - €51.3K,€38.5K - €615.6K
1553039083-4172,https://socialblade.com/youtube/top/5000/mostsubscribed,Brooklyn and Bailey,https://socialblade.com/youtube/user/brooklynandbailey,Brooklyn and Bailey,367,5579986,958394544,US,People,"Nov 14th, 2010",B+,,https://youtube.com/channel/UC6QWhGQqf0YDYdRb0n6ojWw,,https://www.instagram.com/brooklynandbailey,,https://plus.google.com/103790572730878519944,€3K - €48.1K,€36.1K - €577.3K
1553039063-4167,https://socialblade.com/youtube/top/5000/mostsubscribed,The Try Guys,https://socialblade.com/youtube/channel/UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,89,5578590,454211157,US,,"May 23rd, 2018",A,,https://youtube.com/channel/UCpi8TJfiA4lKGkaXs__YdBA,null,,,https://youtube.com/channel/UCpi8TJfiA4lKGkaXs__YdBA,€15.5K - €247.6K,€185.7K - €3M
1553039074-4170,https://socialblade.com/youtube/top/5000/mostsubscribed,PlayToys,https://socialblade.com/youtube/c/playtoys,PlayToys,713,5578182,2376984568,GB,Entertainment,"Feb 19th, 2015",B+,,https://youtube.com/channel/UCHFA6Nt11kE_8OWIya0SQDQ,,https://youtube.com/channel/UCHFA6Nt11kE_8OWIya0SQDQ,,https://plus.google.com/101315415696600102989,€25.9K - €414.2K,€310.6K - €5M
1553039071-4169,https://socialblade.com/youtube/top/5000/mostsubscribed,BigDawsTv,https://socialblade.com/youtube/c/bigdawstv~,BigDawsTv,217,5575684,907216108,US,Comedy,"Jun 20th, 2012",B+,,https://youtube.com/channel/UCu4X846OSea5YU6S8fIpy1A,,https://www.facebook.com/bigdawstv?notif_t=page_new_likes,,https://instagram.com/bigdawstv,€4.1K - €66.1K,€49.6K - €793K
1553039067-4168,https://socialblade.com/youtube/top/5000/mostsubscribed,Vikkstar123,https://socialblade.com/youtube/c/vikkstar-123,Vikkstar123,4554,5571352,1551158176,GB,Games,"Apr 12th, 2010",B+,,https://youtube.com/channel/UCvwgF_0NOZe2vN4Q3g1bY-A,,https://instagram.com/vikkstagram,,https://plus.google.com/106727738285761190344,€3.9K - €62.6K,€47K - €751.4K
1553039059-4166,https://socialblade.com/youtube/top/5000/mostsubscribed,Coffi Channel,https://socialblade.com/youtube/c/coffichannel,Coffi Channel,2803,5566478,2002198733,RU,Games,"Jun 23rd, 2014",A-,,https://youtube.com/channel/UCpDzpaUTbIkdjkCZ9pmfMrA,,https://youtube.com/channel/UCpDzpaUTbIkdjkCZ9pmfMrA,,https://plus.google.com/113148392279520386542,€11.6K - €185.4K,€139.1K - €2.2M
1553039054-4165,https://socialblade.com/youtube/top/5000/mostsubscribed,????????,https://socialblade.com/youtube/c/klikklak,????????,223,5562183,705392429,RU,Comedy,"Jul 27th, 2012",B,,https://youtube.com/channel/UC5sSL56GJWCi4wsMpobTrAw,,https://www.instagram.com/klikklakinst,,https://plus.google.com/104509031936400950177,€1.4K - €22.6K,€16.9K - €270.9K
1553039046-4163,https://socialblade.com/youtube/top/5000/mostsubscribed,8D TUNES,https://socialblade.com/youtube/c/8dtunes,8D TUNES,123,5561782,188621816,CO,,"Nov 25th, 2015",B,,https://youtube.com/channel/UCrRpYEytIHGyDgNWO6VbHlQ,null,,,https://youtube.com/channel/UCrRpYEytIHGyDgNWO6VbHlQ,€2.8K - €44.7K,€33.5K - €536.2K
1553039050-4164,https://socialblade.com/youtube/top/5000/mostsubscribed,Cat Music,https://socialblade.com/youtube/c/catmusic,Cat Music,1874,5560747,5432940514,RO,Music,"Jan 23rd, 2007",A-,,https://youtube.com/channel/UCCTR5nIFvWBW9MeGEGPNG4g,,https://twitter.com/catmusicromania,,https://instagram.com/catmusicromania,€16.1K - €258.2K,€193.6K - €3.1M
1553039038-4161,https://socialblade.com/youtube/top/5000/mostsubscribed,La Bala,https://socialblade.com/youtube/c/labala,La Bala,205,5556385,553590812,MX,People,"Sep 10th, 2015",B+,,https://youtube.com/channel/UCgWTcPsEX0VczNmuHs5eo_Q,,https://mobile.twitter.com/labala_isabella,,https://www.instagram.com/labala.isabella/,€5.1K - €81.6K,€61.2K - €978.6K
1553038979-4146,https://socialblade.com/youtube/top/5000/mostsubscribed,Sing King Karaoke,https://socialblade.com/youtube/c/singkingkaraoke,Sing King Karaoke,1759,5554307,2636756579,GB,Music,"Nov 16th, 2012",A-,https://youtube.com/channel/UCwTRjvjVge51X-ILJ4i22ew,,https://www.twitter.com/singkingkaraoke,,https://www.instagram.com/singkingkaraokeofficial,,€25.5K - €407.7K,€305.8K - €4.9M
1553039043-4162,https://socialblade.com/youtube/top/5000/mostsubscribed,CamilaCabelloVEVO,https://socialblade.com/youtube/channel/UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,29,5551590,3331173371,,,"Oct 24th, 2016",B+,,https://youtube.com/channel/UCk0wwaFCIkxwSfi6gpRqQUw,null,,,https://youtube.com/channel/UCk0wwaFCIkxwSfi6gpRqQUw,€12.5K - €199.4K,€149.5K - €2.4M
1553039030-4159,https://socialblade.com/youtube/top/5000/mostsubscribed,Niana Guerrero,https://socialblade.com/youtube/c/nianaguerrero,Niana Guerrero,120,5551392,343160674,PH,Entertainment,"Apr 11th, 2013",B+,,https://youtube.com/channel/UCLysbxhOO_JPOPgcsPCMb8w,,https://www.twitter.com/nianaguerrero,,https://instagram.com/nianaguerrero,€3.2K - €51.6K,€38.7K - €619.6K
1553039026-4158,https://socialblade.com/youtube/top/5000/mostsubscribed,Mnet Official,https://socialblade.com/youtube/user/playmnet,Mnet Official,12106,5549949,3928880703,KR,Entertainment,"Dec 23rd, 2013",A,,https://youtube.com/channel/UCepUWUpH45hRTi-QePdq1Bg,,https://twitter.com/mnetkr,,https://plus.google.com/103587684207562568165,€33.8K - €540.5K,€405.4K - €6.5M
1553039010-4154,https://socialblade.com/youtube/top/5000/mostsubscribed,skgames,https://socialblade.com/youtube/user/skgamesnet,skgames,7,5541054,233248905,TR,Games,"Aug 30th, 2012",B,https://youtube.com/channel/UCRhV-oIE9SLxRdop9C1hBbw,,https://twitter.com/trafficracer,,NA,,€755 - €12.1K,€9.1K - €145K
1553039022-4157,https://socialblade.com/youtube/top/5000/mostsubscribed,QPark,https://socialblade.com/youtube/c/q-park,QPark,268,5539405,486105100,US,Entertainment,"May 12th, 2007",B+,,https://youtube.com/channel/UCEq2mmBydypRUvTlTgm_ghA,,https://twitter.com/qpark,,https://www.instagram.com/qpark/,€4.5K - €72.1K,€54.1K - €865.3K
1553039018-4156,https://socialblade.com/youtube/top/5000/mostsubscribed,Thairath,https://socialblade.com/youtube/user/thairathonline,Thairath,109939,5519153,3275830873,TH,News,"Sep 27th, 2010",A,,https://youtube.com/channel/UCrFDdD-EE05N7gjwZho2wqw,,https://instagram.com/thairath,,https://plus.google.com/117142049706982091030,€24.1K - €386.1K,€289.5K - €4.6M
1553038998-4151,https://socialblade.com/youtube/top/5000/mostsubscribed,TikTak Draw,https://socialblade.com/youtube/c/tiktakdraw,TikTak Draw,537,5500361,826362888,ES,Entertainment,"Mar 16th, 2016",A-,,https://youtube.com/channel/UCXW9I3tejb37PGHyHcQc6hA,,https://twitter.com/tiktakdraw,,https://www.instagram.com/tiktakdraw/,€10.7K - €171.6K,€128.7K - €2.1M
1553039006-4153,https://socialblade.com/youtube/top/5000/mostsubscribed,VRZOchannel,https://socialblade.com/youtube/c/vrzotvthailand,VRZOchannel,1031,5495172,1812348904,TH,Entertainment,"Jun 29th, 2012",B+,,https://youtube.com/channel/UCDlMDG2j7XQQfvM3jp8nBZQ,,https://instagram.com/vrzolive,,https://plus.google.com/113746288248314767596,€5.1K - €81.7K,€61.3K - €980.8K
1553038994-4150,https://socialblade.com/youtube/top/5000/mostsubscribed,Irmãos Berti,https://socialblade.com/youtube/c/irmaosberti,Irmãos Berti,167,5492474,348604240,,Comedy,"Nov 19th, 2009",B+,,https://youtube.com/channel/UC6pImjv_fejsPD19uXU_V-A,,https://youtube.com/channel/UC6pImjv_fejsPD19uXU_V-A,,https://plus.google.com/105461837289230263576,€5.4K - €85.6K,€64.2K - €1M
1553038986-4148,https://socialblade.com/youtube/top/5000/mostsubscribed,Oyuncak Av?,https://socialblade.com/youtube/c/oyuncakavitv,Oyuncak Av?,529,5483402,2974779634,TR,Entertainment,"Dec 29th, 2014",A,,https://youtube.com/channel/UCjS0hMS5sneIgsb3PjBc0Bw,,https://www.instagram.com/oyuncak_avi_tv/,,https://plus.google.com/103782487617323055256,€79.3K - €1.3M,€951.9K - €15.2M
1553038970-4144,https://socialblade.com/youtube/top/5000/mostsubscribed,DisneyChannelLAVEVO,https://socialblade.com/youtube/c/disneychannellavevo,DisneyChannelLAVEVO,173,5473822,2723758655,,Music,"Feb 16th, 2016",B+,,https://youtube.com/channel/UCMi84RSf_QtHG9E_cJ5bMSw,,https://twitter.com/disneychannella,,https://instagram.com/soyluna_la,€8.4K - €133.6K,€100.2K - €1.6M
1553038974-4145,https://socialblade.com/youtube/top/5000/mostsubscribed,The Key of Awesome,https://socialblade.com/youtube/c/barelyproductions,The Key of Awesome,1100,5473407,3188785111,US,Comedy,"Jun 11th, 2007",B,,https://youtube.com/channel/UCEmCXnbNYz-MOtXi3lZ7W1Q,,https://twitter.com/markdouglas73,,https://www.instagram.com/thekeyofawesomeofficial,€1.5K - €23.5K,€17.6K - €281.7K
1553038966-4143,https://socialblade.com/youtube/top/5000/mostsubscribed,Mister Bean Number One Fan in HD -…,https://socialblade.com/youtube/channel/UC977n5nXRn8MDuGQjwxkOLw,Mister Bean Number One Fan in HD - Full…,3022,5464762,1983782916,GB,Entertainment,"Apr 26th, 2017",A-,,https://youtube.com/channel/UC977n5nXRn8MDuGQjwxkOLw,null,,,https://youtube.com/channel/UC977n5nXRn8MDuGQjwxkOLw,€14.5K - €231.9K,€173.9K - €2.8M
1553038962-4142,https://socialblade.com/youtube/top/5000/mostsubscribed,patty dragona,https://socialblade.com/youtube/c/patty-dragona,patty dragona,1134,5455561,649187478,ES,Entertainment,"Oct 23rd, 2007",B+,,https://youtube.com/channel/UCc6ijhSlqKeUiyTmb996Rtg,,https://instagram.com/patty_dragona/,,https://plus.google.com/107016815988495452340,€3.7K - €59.6K,€44.7K - €715K
1553038950-4139,https://socialblade.com/youtube/top/5000/mostsubscribed,ConnorFranta,https://socialblade.com/youtube/c/connorfrata,ConnorFranta,343,5447449,426615611,US,People,"Apr 24th, 2010",B-,,https://youtube.com/channel/UCudeRz9YntRrmKBSqnHyKGQ,,https://www.instagram.com/connorfranta,,https://plus.google.com/104485640908158705234,€53 - €849,€637 - €10.2K
1553038946-4138,https://socialblade.com/youtube/top/5000/mostsubscribed,21 Savage,https://socialblade.com/youtube/c/21-savage,21 Savage,96,5446863,1420272984,US,Music,"Feb 9th, 2014",B+,,https://youtube.com/channel/UCOjEHmBKwdS7joWpW0VrXkg,,https://twitter.com/21savage,,https://instagram.com/21savage,€9.6K - €152.9K,€114.7K - €1.8M
1553038942-4137,https://socialblade.com/youtube/top/5000/mostsubscribed,Alternative Rock - Topic,https://socialblade.com/youtube/channel/UCHtUkBSmt4d92XP8q17JC3w,Alternative Rock - Topic,0,5436080,0,,Games,"Nov 29th, 2013",D-,,https://youtube.com/channel/UCHtUkBSmt4d92XP8q17JC3w,null,,,https://youtube.com/channel/UCHtUkBSmt4d92XP8q17JC3w,€0 - €0,€0 - €0
1553038864-4117,https://socialblade.com/youtube/top/5000/mostsubscribed,Maiara e Maraisa,https://socialblade.com/youtube/user/maiaramaraisaoficial,Maiara e Maraisa,86,5430939,3233289482,BR,Music,"Aug 9th, 2013",A-,https://youtube.com/channel/UCULzCZWkkOb9dW8rr6dguQQ,,https://twitter.com/maiaraemaraisa,,https://instagram.com/maiaraemaraisaoficial/,,€8K - €128.2K,€96.1K - €1.5M
1553038938-4136,https://socialblade.com/youtube/top/5000/mostsubscribed,5 Alguma Coisa,https://socialblade.com/youtube/user/5algumacoisa,5 Alguma Coisa,375,5429534,1195665414,BR,Comedy,"Sep 20th, 2012",B+,,https://youtube.com/channel/UCLAumKr0O_z6r6RPiummR1g,,https://twitter.com/5algumacoisa,,https://www.instagram.com/mederishow,€3.6K - €56.9K,€42.7K - €683.1K
1553038934-4135,https://socialblade.com/youtube/top/5000/mostsubscribed,Pabllo Vittar,https://socialblade.com/youtube/c/pabllovittaroficial,Pabllo Vittar,73,5426299,984304789,BR,Music,"Sep 26th, 2013",B+,,https://youtube.com/channel/UCugD1HAP3INAiXo70S_sAFQ,,https://www.instagram.com/pabllovittar/,,https://plus.google.com/105610537891478798364,€6.6K - €106.3K,€79.8K - €1.3M
1553038930-4134,https://socialblade.com/youtube/top/5000/mostsubscribed,Super Polina Play,https://socialblade.com/youtube/c/learncolorsus,Super Polina Play,118,5426200,880143404,US,Entertainment,"Feb 29th, 2016",D-,,https://youtube.com/channel/UCGXUFnA7-MzlMwJjl0r2qyA,null,,,https://youtube.com/channel/UCGXUFnA7-MzlMwJjl0r2qyA,€0 - €0,€0 - €0
1553038924-4132,https://socialblade.com/youtube/top/5000/mostsubscribed,GoldminesAction,https://socialblade.com/youtube/c/goldminesactionmovies,GoldminesAction,44,5425865,256654268,IN,Film,"Mar 4th, 2015",A,,https://youtube.com/channel/UCY7tB-mpvlQeWgaCCS1Cmwg,,https://twitter.com/gtelefilms,,https://plus.google.com/111368784365041815842,€0 - €0,€0 - €0
1553038918-4131,https://socialblade.com/youtube/top/5000/mostsubscribed,Halsey,https://socialblade.com/youtube/c/halsey,Halsey,12,5417099,1961424,US,Music,"Mar 30th, 2014",C+,,https://youtube.com/channel/UCOCgB3xd-B-1qAm-hR9OLrA,,https://twitter.com/halsey,,https://plus.google.com/113735169359632230342,€7 - €108,€81 - €1.3K
1553038926-4133,https://socialblade.com/youtube/top/5000/mostsubscribed,Crazy Frog,https://socialblade.com/youtube/user/crazyfrogvevo,Crazy Frog,11,5414626,2733774043,DE,Music,"May 12th, 2009",A-,,https://youtube.com/channel/UC4XR0EZ0oHwSV2XhhShzX5A,,https://www.facebook.com/pages/crazy-frog/108118055875229,,https://plus.google.com/116463069456722459198,€15.6K - €249.7K,€187.3K - €3M
1553038914-4130,https://socialblade.com/youtube/top/5000/mostsubscribed,Caso Cerrado,https://socialblade.com/youtube/c/casocerrado,Caso Cerrado,2911,5407901,3035383560,US,Entertainment,"Mar 12th, 2015",A,,https://youtube.com/channel/UCGbofRROopWrumVob5w61OA,,https://twitter.com/casocerradotv,,https://plus.google.com/117186849655017490896,€27.3K - €437.4K,€328K - €5.2M
1553038902-4127,https://socialblade.com/youtube/top/5000/mostsubscribed,Vanh Leg,https://socialblade.com/youtube/c/vanh-leg,Vanh Leg,62,5394504,1157756855,VN,Entertainment,"Mar 15th, 2011",B+,,https://youtube.com/channel/UC4Jw36rrtdMdW99PeCtNwxA,,https://www.facebook.com/vanhleg221,,https://plus.google.com/112739946904187500191,€4.6K - €73.5K,€55.1K - €882.1K
1553038882-4122,https://socialblade.com/youtube/top/5000/mostsubscribed,HTV2-Vie Channel,https://socialblade.com/youtube/c/htv2channel,HTV2-Vie Channel,6662,5379007,2949957259,VN,Film,"Jun 4th, 2012",A-,,https://youtube.com/channel/UCkna2OcuN1E6u5I8GVtdkOw,,https://youtube.com/channel/UCkna2OcuN1E6u5I8GVtdkOw,,https://www.facebook.com/htv2channel,€6.7K - €107.7K,€80.8K - €1.3M
1553038866-4118,https://socialblade.com/youtube/top/5000/mostsubscribed,Flow La Movie,https://socialblade.com/youtube/c/flowlamovie,Flow La Movie,26,5377930,2007438190,,People,"Nov 7th, 2013",A,,https://youtube.com/channel/UCsvSj8bT4xqQecl_5nh_cwQ,null,,,https://youtube.com/channel/UCsvSj8bT4xqQecl_5nh_cwQ,€23.4K - €374.9K,€281.2K - €4.5M
1553038878-4121,https://socialblade.com/youtube/top/5000/mostsubscribed,RackaRacka,https://socialblade.com/youtube/c/rackaracka,RackaRacka,152,5374058,827190921,AU,Entertainment,"Nov 7th, 2013",B,,https://youtube.com/channel/UCz_cDc_2arKIb6SlJoqFT0w,,https://instagram.com/therackaracka,,https://plus.google.com/105189269259263594725,€2.8K - €45.1K,€33.8K - €540.7K
1553038874-4120,https://socialblade.com/youtube/top/5000/mostsubscribed,sTaXx,https://socialblade.com/youtube/c/staxx.,sTaXx,3206,5371205,1074260622,ES,Games,"Jun 25th, 2011",B,,https://youtube.com/channel/UCcfUAgCv_13Y7FyMCQ4rPYw,,https://twitter.com/bystaxx,,https://plus.google.com/116502265822827909414,€1.8K - €28.5K,€21.3K - €341.6K
1553038857-4116,https://socialblade.com/youtube/top/5000/mostsubscribed,YtCrash,https://socialblade.com/youtube/c/youtubecrash,YtCrash,916,5366438,1336181945,ID,Education,"Mar 9th, 2015",A-,,https://youtube.com/channel/UCkb0yUW1GGo6sHaJ2Z9IIrA,,https://twitter.com/youtube_crash,,https://plus.google.com/108616549856780702844,€16.5K - €264K,€198K - €3.2M
1553038849-4114,https://socialblade.com/youtube/top/5000/mostsubscribed,DreamWorksTV,https://socialblade.com/youtube/c/dreamworkstv,DreamWorksTV,3971,5354660,3908675202,US,Film,"Sep 18th, 2006",A,,https://youtube.com/channel/UCY26xU0-avwTJ6F6TzUZVEw,,https://instagram.com/dreamworkstv,,https://plus.google.com/104634763345578026846,€28.9K - €461.8K,€346.4K - €5.5M
